CountryName,Year,coal_consumption,hydro_consumption,oil_consumption,nuclear_consumption,gas_consumption,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
Australia,2021,452.447,41.717,535.5,0.0,395.757,1.5205479452054795,2.1506849315068495,1.5835616438356164,3.736986301369863,1.0,1.0301369863013699,1.915068493150685,3.7150684931506848,0.24383561643835616,0.2356164383561644,137158882.3422222,0.0,2.0,2.0,2.0,8958896.32888889,5153312.602739726,2.8767123287671232,3.789041095890411,2.4986301369863013,1.4904109589041097,1.6657534246575343,1.5015974440894568,1.182108626198083,2.0,2.0,4.287671232876712,0.823728813559322,77900.33698630136,1172.0465753424658,22.640958904109592,61.46345205479452,59.550410958904116,66.34512328767124,11.986301369863014
Australia,2022,429.006,43.437,568.555,0.0,432.269,0.0,0.3835616438356164,0.3835616438356164,1.2465753424657535,0.37534246575342467,0.12054794520547946,0.6520547945205479,0.6493150684931507,0.0,0.0,,,2.0,2.4602739726027396,0.9671232876712329,,0.0,1.4931506849315068,5.0,1.895890410958904,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,7416616.6,10323.72602739726,81.43063013698631,24.249397260273973,33.13071232876712,37.86309589041096,0.0
Australia,2023,419.011,39.643,601.654,0.0,401.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2019,33.945,107.616,153.201,0.0,89.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,2020,29.032,110.299,133.029,0.0,85.272,1.1939890710382515,1.4808743169398908,1.3333333333333333,2.519125683060109,0.3251366120218579,0.7158469945355191,0.5737704918032787,2.442622950819672,1.5737704918032787,1.5901639344262295,163565602.2644628,7692.307692307692,1.7049180327868851,1.8852459016393444,1.6065573770491803,0.0,2966.379781420765,1.7868852459016393,0.0273224043715847,1.9316939890710383,0.01366120218579235,0.01366120218579235,1.0,0.0,0.0,2.0,0.06830601092896176,,59486.09016393442,1197.6639344262296,0.0,47.06521857923497,51.02661202185793,48.09931693989072,71.51639344262296
Austria,2021,30.162,101.4,140.215,0.0,90.154,1.3287671232876712,1.6876712328767123,1.5753424657534247,2.9917808219178084,1.0,0.936986301369863,1.095890410958904,2.9287671232876713,2.0,2.0,6327134.766711111,10835.714285714286,2.0,3.0,2.0,0.0,0.0,2.5753424657534247,4.178082191780822,2.3863013698630136,1.6465753424657534,2.23013698630137,1.7232876712328766,1.4767123287671233,1.3068493150684932,2.0,5.0,0.0,681564.5479452055,12624.65205479452,34.3498904109589,61.62435616438356,74.18224657534246,70.49471232876712,100.0
Austria,2022,28.638,88.585,135.033,0.0,79.128,1.926027397260274,1.7397260273972603,1.0410958904109588,2.3863013698630136,0.1726027397260274,0.0,0.0,0.4958904109589041,2.0,2.0,,,2.0,3.0,2.0,,0.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.08767123287671233,4232269.276712329,19753.008219178082,74.20402739726028,38.745479452054795,62.41991780821918,57.04701369863014,100.0
Austria,2023,26.737,100.934,135.028,0.0,68.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2019,0.008,4.125,63.159,0.0,117.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2020,0.005,2.809,57.751,0.0,123.668,2.398907103825137,1.6830601092896176,1.6120218579234973,3.202185792349727,0.8825136612021858,1.4972677595628416,1.4562841530054644,3.308743169398907,1.3907103825136613,0.0,1639959.0051912568,27322.4043715847,1.6885245901639345,1.710382513661202,1.6666666666666667,0.0,0.0,1.7868852459016393,0.0,1.3770491803278688,0.0,0.0,,,,,0.0,,35379.86885245902,442.39890710382514,0.0,65.47890710382514,55.14049180327869,58.18254098360655,33.845628415300546
Azerbaijan,2021,0.002,3.342,65.339,0.0,128.174,2.219178082191781,2.3835616438356166,2.0,3.841095890410959,1.5123287671232877,0.589041095890411,0.6356164383561644,2.3068493150684932,0.36712328767123287,0.15342465753424658,0.0,0.0,2.0,2.2356164383561645,1.915068493150685,670305.6768558952,0.0,2.852054794520548,4.03013698630137,1.1863013698630136,1.6054794520547946,1.841095890410959,1.3563218390804597,1.3563218390804597,2.0,1.6781609195402298,4.767123287671233,0.7931034482758621,376509.18082191783,5179.501369863014,18.458191780821917,65.46446575342465,60.81531506849315,67.80969863013699,11.849315068493151
Azerbaijan,2022,0.001,4.16,69.259,0.0,136.162,2.0,2.175342465753425,2.0,1.873972602739726,1.5013698630136987,0.0,1.5013698630136987,3.0,0.13150684931506848,0.26301369863013696,,,2.0,3.0,0.6164383561643836,,0.0,0.6575342465753424,5.0,0.6164383561643836,2.0,2.1890410958904107,1.8602739726027397,2.0,2.0,2.0,5.0,1.0,785960.6876712329,9637.589041095891,46.6425205479452,49.016246575342464,45.541260273972604,50.64043835616438,9.863013698630137
Azerbaijan,2023,0.001,4.581,71.342,0.0,151.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,2019,48.065,2.17,121.873,0.0,309.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,2020,52.347,1.84,102.721,0.0,299.153,2.3852459016393444,2.0655737704918034,1.5765027322404372,3.1038251366120218,1.1284153005464481,1.4863387978142077,1.4863387978142077,2.4918032786885247,0.08469945355191257,1.530054644808743,25275566.93989071,4098.360655737705,1.8715846994535519,1.6530054644808743,0.9371584699453552,354836.9043715847,0.0,2.360655737704918,0.04918032786885246,0.0,0.0,0.0,,,,,0.0,,188004.03825136612,2646.8278688524592,0.0,66.01172131147541,52.29939890710383,54.00267759562841,40.368852459016395
Bangladesh,2021,42.311,1.784,140.567,0.0,306.089,2.3917808219178083,2.0136986301369864,1.621917808219178,2.345205479452055,1.4301369863013698,1.3452054794520547,1.0602739726027397,2.2246575342465755,0.0,1.5232876712328767,0.0,2392344.4976076554,2.0,2.0,1.3424657534246576,0.0,0.0,3.8219178082191783,3.0493150684931507,1.2082191780821918,1.3315068493150686,1.4986301369863013,1.4336283185840708,1.7315634218289087,2.0,1.817109144542773,4.6438356164383565,0.0392156862745098,1061599.698630137,17786.7698630137,6.09213698630137,64.03383561643835,61.26134246575342,64.57449315068493,38.082191780821915
Bangladesh,2022,55.397,2.021,171.402,0.0,286.872,0.34794520547945207,0.14246575342465753,0.25205479452054796,0.4383561643835616,0.09315068493150686,0.0,0.08493150684931507,1.1863013698630136,0.0,0.01643835616438356,,,2.0,2.0,2.0,,0.0,4.0,5.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.9616438356164384,1957589.4191780821,29135.956164383562,63.31920547945205,19.83068493150685,34.123260273972605,38.939315068493144,0.410958904109589
Bangladesh,2023,78.291,1.776,143.814,0.0,281.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2019,15.468,0.925,99.327,0.0,191.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2020,9.734,1.051,95.61,0.852,177.51,0.08743169398907104,0.0,0.7377049180327869,2.92896174863388,0.0,0.7513661202185792,0.0,2.0054644808743167,0.0,0.0,0.0,0.0,0.7213114754098361,2.098360655737705,1.459016393442623,2293.0491803278687,0.0,1.0819672131147542,0.00819672131147541,0.8005464480874317,0.00819672131147541,0.0,,,,,0.0,,55822.28961748634,471.60655737704917,0.0,24.918415300546446,26.192486338797817,29.93669398907104,0.0
Belarus,2021,9.897,0.971,90.425,14.514,187.617,0.0,0.2684931506849315,0.663013698630137,2.578082191780822,0.0,0.6246575342465753,0.0,3.2356164383561645,0.057534246575342465,0.057534246575342465,0.0,0.0,2.0,3.0,1.6712328767123288,0.0,0.0,2.1671232876712327,3.0767123287671234,0.030136986301369864,1.452054794520548,1.4027397260273973,1.1223880597014926,1.492537313432836,1.492537313432836,1.8835820895522388,4.589041095890411,0.0,434687.92328767123,3268.1917808219177,9.632739726027397,34.249013698630144,38.08430136986301,43.11454794520548,2.8767123287671232
Belarus,2022,10.879,0.965,83.48,11.722,184.624,0.0,0.1780821917808219,0.0,0.0,0.0,0.0,0.0,0.7397260273972602,0.0,0.0,,,1.473972602739726,2.504109589041096,0.0,,0.0,0.39452054794520547,5.0,0.18904109589041096,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,950587.7561643836,6861.821917808219,60.58293150684931,10.904575342465753,18.610164383561646,21.270054794520547,0.0
Belarus,2023,11.258,0.779,84.472,29.251,167.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2019,35.962,0.796,358.856,110.092,173.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2020,27.931,0.701,307.183,86.782,169.982,1.3169398907103824,1.830601092896175,1.5218579234972678,3.019125683060109,0.0,0.9972677595628415,0.5191256830601093,2.521857923497268,1.6120218579234973,1.150273224043716,40867756.250765026,0.0,1.8442622950819672,1.5273224043715847,1.5327868852459017,4484562.841530055,74867.86959016393,1.784153005464481,0.01092896174863388,1.6174863387978142,0.0273224043715847,0.01092896174863388,0.0,0.0,0.0,0.0,0.0546448087431694,,147082.05737704918,8008.748633879782,0.0,51.53062841530054,50.63907103825137,49.134890710382514,61.16803278688525
Belgium,2021,30.891,1.094,341.012,126.367,169.606,1.115068493150685,1.747945205479452,1.3287671232876712,2.9917808219178084,0.043835616438356165,0.9232876712328767,0.0,3.202739726027397,2.0,1.0,394893.8596491228,0.0,2.0,2.6876712328767125,2.0,0.0,0.0,2.871232876712329,3.8273972602739725,2.0,1.536986301369863,2.041095890410959,1.4136986301369863,1.073972602739726,1.4136986301369863,1.9424657534246574,5.0,0.0,1131790.493150685,24512.728767123288,38.67065753424658,50.114904109589034,62.79635616438357,61.054712328767124,75.0
Belgium,2022,32.201,0.707,331.763,109.777,145.534,0.04657534246575343,0.18082191780821918,0.18082191780821918,0.0,0.0,0.0,0.0,0.6356164383561644,0.0,0.0,,,2.0,3.0,2.0,,0.0,2.1780821917808217,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,4093328.4356164383,31632.117808219176,78.2424109589041,15.462109589041097,35.0158904109589,40.01657534246575,0.0
Belgium,2023,27.395,1.019,315.108,82.08,137.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2019,179.512,1048.793,1301.595,40.797,357.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2020,163.133,1041.012,1228.752,35.415,314.237,2.418032786885246,2.1256830601092895,1.6120218579234973,2.8743169398907105,1.3169398907103824,1.4808743169398908,1.5846994535519126,1.8797814207650274,0.7404371584699454,0.7404371584699454,507706829.15920764,0.0,1.7568306010928962,1.5191256830601092,1.5027322404371584,28938184.724016394,346994.5355191257,3.060109289617486,0.0,0.7814207650273224,0.04371584699453552,0.0,,,,,0.0,,2438109.581967213,74068.09016393442,0.0,57.50562841530055,50.88109289617486,52.861639344262294,37.021857923497265
Brazil,2021,197.908,949.379,1327.642,36.923,404.465,2.2958904109589042,2.33972602739726,1.7808219178082192,2.978082191780822,1.115068493150685,1.9232876712328768,2.0,1.4383561643835616,0.6246575342465753,0.0,45084375.78488372,0.0,2.0,1.6684931506849314,0.16986301369863013,825620727.9657559,60084.33698630137,3.665753424657534,4.043835616438356,0.6657534246575343,1.5698630136986302,1.9287671232876713,1.5959885386819483,1.3638968481375358,1.6045845272206303,1.9169054441260744,4.780821917808219,0.0,17009337.569863014,464589.42191780824,22.957808219178084,59.72449315068493,50.739260273972604,56.57599999999999,9.897260273972602
Brazil,2022,162.662,1113.543,1390.7,36.424,319.876,0.4876712328767123,0.28493150684931506,0.28493150684931506,0.2219178082191781,0.0,0.0,2.0,1.1315068493150684,0.0,0.0,,,2.0,3.0,0.0,,0.0,2.210958904109589,5.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,31721781.67671233,668761.6630136986,76.84424657534247,28.373068493150686,31.48586301369863,35.984986301369865,0.0
Brazil,2023,159.094,1113.496,1418.943,36.169,299.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2019,59.158,7.722,59.417,41.876,28.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2020,48.342,7.407,53.383,41.9,29.206,1.726775956284153,0.9972677595628415,1.1284153005464481,2.2759562841530054,0.0,0.30327868852459017,0.2677595628415301,2.459016393442623,1.4918032786885247,0.912568306010929,16319563.424043715,0.0,1.7404371584699454,0.8169398907103825,1.349726775956284,939358.8613114754,216103.95281420767,1.5846994535519126,0.01366120218579235,0.21311475409836064,0.07650273224043716,0.01366120218579235,0.0,0.0,0.0,1.0,0.06830601092896176,,30316.549180327867,950.2431693989071,0.0,41.0883606557377,38.26016393442623,36.45054644808743,50.92213114754098
Bulgaria,2021,60.966,12.61,56.078,41.398,33.02,1.5287671232876712,1.8493150684931507,1.5397260273972602,2.7013698630136984,0.06027397260273973,0.06027397260273973,0.06027397260273973,2.9863013698630136,2.0,1.4109589041095891,1063711.7300465116,0.0,2.0,1.8657534246575342,1.747945205479452,290530.16355140187,0.0,2.7616438356164386,4.589041095890411,0.10136986301369863,1.8657534246575342,2.4383561643835616,1.715068493150685,1.810958904109589,1.7972602739726027,1.9917808219178081,5.0,,435375.56712328765,17957.890410958906,11.681205479452055,48.39558904109589,55.931041095890414,53.52602739726027,72.77397260273973
Bulgaria,2022,72.707,9.916,59.941,41.185,27.035,0.25753424657534246,0.4958904109589041,0.410958904109589,0.6164383561643836,0.0,0.0,0.0,0.4986301369863014,0.7671232876712328,0.7671232876712328,,,2.0,2.958904109589041,1.0876712328767124,,0.0,0.6356164383561644,5.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,1165808.397260274,36694.87397260274,30.263835616438353,19.005287671232878,31.663369863013695,31.391424657534248,33.56164383561644
Bulgaria,2023,44.572,8.131,59.203,40.32,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2019,169.154,1006.336,1296.55,254.196,1186.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2020,146.178,1015.178,1101.598,245.749,1152.905,2.2240437158469946,1.9617486338797814,1.6120218579234973,3.16120218579235,0.0,1.226775956284153,1.5683060109289617,3.3114754098360657,1.5956284153005464,0.7896174863387978,512117428.8233607,1672099.475409836,1.6174863387978142,1.7486338797814207,1.180327868852459,10339756.439178083,5013417.515300546,1.633879781420765,0.09289617486338798,2.4043715846994536,0.0546448087431694,0.04644808743169399,0.0,0.0,0.0,2.0,0.23224043715846995,,132401.88524590165,6564.101092896175,0.0,55.79491803278688,51.295737704918025,51.5316393442623,49.65846994535519
Canada,2021,131.237,1000.694,1147.385,230.97,1186.283,2.6931506849315068,2.6301369863013697,1.893150684931507,4.0,0.8410958904109589,1.4,1.989041095890411,3.128767123287671,1.5424657534246575,1.0,220463589.50223213,2521658.0888888887,2.0,1.9753424657534246,1.084931506849315,29868139.643066663,19940710.199589044,3.0,4.263013698630137,2.654794520547945,1.6575342465753424,2.547945205479452,1.7808219178082192,1.7808219178082192,1.7808219178082192,2.0,5.0,0.23104693140794225,1346134.4904109589,25399.794520547945,35.71131506849315,69.4129315068493,66.87035616438357,69.1273698630137,51.06164383561644
Canada,2022,106.977,1036.923,1196.26,216.737,1238.135,0.684931506849315,0.6054794520547945,0.4136986301369863,1.0575342465753426,0.35342465753424657,0.18356164383561643,0.4191780821917808,0.9068493150684932,0.34794520547945207,0.8383561643835616,,,1.7342465753424658,1.0,1.0,,138168.28493150685,2.3424657534246576,5.0,2.073972602739726,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,3866521.3643835615,41497.479452054795,81.26542465753425,25.710794520547946,36.08013698630137,37.618986301369866,25.30821917808219
Canada,2023,102.974,946.059,1208.833,221.892,1207.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,2019,87.085,56.516,210.552,0.0,65.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,2020,73.146,57.045,192.556,0.0,62.354,2.3934426229508197,2.2349726775956285,1.5901639344262295,2.9918032786885247,0.8360655737704918,2.191256830601093,1.540983606557377,2.9344262295081966,1.2923497267759563,1.0792349726775956,42459016.39344262,32786885.24590164,1.6010928961748634,1.6584699453551912,1.5136612021857923,4817309.103825137,9386181.669398908,1.46448087431694,0.02185792349726776,2.3934426229508197,0.08196721311475409,0.02185792349726776,0.0,0.0,0.0,1.0,0.1092896174863388,,252588.65846994537,6570.814207650274,0.0,65.16598360655738,59.25133879781421,59.59128415300546,56.864754098360656
Chile,2021,81.111,47.289,211.375,0.0,68.229,2.0082191780821916,2.5342465753424657,1.747945205479452,3.3013698630136985,0.9808219178082191,2.03013698630137,1.4958904109589042,2.7041095890410958,1.2054794520547945,1.095890410958904,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.989041095890411,4.052054794520548,2.03013698630137,1.5315068493150685,2.063013698630137,1.4712328767123288,1.4712328767123288,1.819178082191781,1.9561643835616438,5.0,0.0,1360013.8767123288,30448.520547945205,46.937534246575346,64.63060273972603,69.57956164383562,71.30076712328767,57.534246575342465
Chile,2022,66.243,53.154,228.238,0.0,72.657,0.7479452054794521,0.7479452054794521,0.7479452054794521,1.0301369863013699,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,3.0,2.0,,0.0,2.282191780821918,5.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,3878734.8383561643,55707.31506849315,89.14805479452055,24.32643835616438,36.00109589041096,41.14290410958904,0.0
Chile,2023,48.781,62.421,231.239,0.0,70.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2019,22922.236,3354.375,7891.51,882.026,3083.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2020,23402.553,3471.19,7959.667,922.889,3366.173,2.2759562841530054,2.4098360655737703,1.8852459016393444,3.680327868852459,1.3360655737704918,2.300546448087432,1.7322404371584699,2.4672131147540983,0.7240437158469946,0.7868852459016393,7823687688.805875,905300.6229508197,1.9508196721311475,2.628415300546448,1.989071038251366,56848790.150273226,0.0,2.4918032786885247,0.04644808743169399,1.8524590163934427,0.03551912568306011,0.03551912568306011,0.0,0.0,2.0,1.0,0.17759562841530055,,78241.47540983607,3876.718579234973,0.0,68.27338797814207,61.17704918032787,65.81409836065573,28.722677595628415
China,2021,24315.475,3401.68,8174.094,1023.213,3802.679,2.6986301369863015,2.5013698630136987,1.9424657534246574,3.9424657534246577,1.4904109589041097,2.7150684931506848,1.8164383561643835,2.547945205479452,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.4054794520547946,4.035616438356165,2.1835616438356165,1.6465753424657534,2.265753424657534,1.4904109589041097,1.5287671232876712,2.0,1.726027397260274,5.0,0.2857142857142857,103074.23561643835,4830.693150684931,28.2367397260274,74.11605479452055,74.72578082191781,76.47268493150685,62.5
China,2022,24397.779,3384.379,8198.392,1045.2,3776.475,3.0,2.9232876712328766,2.0,3.9342465753424656,1.9506849315068493,2.8657534246575342,1.895890410958904,2.0,1.0,2.0,,,2.0,2.9315068493150687,2.0,,0.0,3.367123287671233,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.2684931506849315,803920.5890410959,5294.7479452054795,88.03312328767123,77.56400000000001,79.89487671232877,82.37841095890411,62.5
China,2023,25538.52,3184.722,9090.51,1083.629,4048.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2019,53.642,143.494,219.412,0.0,128.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2020,47.48,130.887,185.176,0.0,131.227,2.2868852459016393,1.5027322404371584,1.4098360655737705,2.759562841530055,0.7704918032786885,1.2076502732240437,1.2076502732240437,3.158469945355191,0.7349726775956285,1.5846994535519126,68498683.30054645,86340.6174863388,1.8907103825136613,1.5874316939890711,1.2513661202185793,16857210.13150685,0.0,1.9562841530054644,0.0,1.8005464480874316,0.0,0.0,,,,,0.0,,424433.4316939891,12528.442622950819,0.0,63.194699453551905,56.627377049180325,56.43060109289617,57.99180327868852
Colombia,2021,31.459,158.3,238.92,0.0,126.266,1.7068493150684931,2.032876712328767,1.6136986301369862,3.1205479452054794,1.3397260273972602,2.2273972602739724,0.6356164383561644,2.1041095890410957,1.0,1.9753424657534246,0.0,0.0,2.0,2.1095890410958904,2.0,0.0,0.0,2.6904109589041094,3.5863013698630137,1.0986301369863014,1.452054794520548,1.5315068493150685,1.2138364779874213,1.6823899371069182,1.471698113207547,1.7358490566037736,4.3561643835616435,0.0,3797645.3506849315,97062.94246575343,18.884931506849316,61.00991780821918,64.9355890410959,63.8689589041096,72.3972602739726
Colombia,2022,28.353,167.736,267.203,0.0,125.85,1.0,1.0,0.3287671232876712,0.3287671232876712,0.3150684931506849,0.20273972602739726,0.0,1.0,0.8904109589041096,0.04657534246575343,,,2.0,2.7616438356164386,1.5506849315068494,,0.0,2.671232876712329,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,6140931.501369863,139700.2904109589,68.03254794520548,27.756493150684932,39.742520547945205,43.52597260273973,13.253424657534246
Colombia,2023,43.354,155.43,271.426,0.0,130.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2019,4.9,15.357,39.724,0.0,27.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
